segment,segment_start,segment_end,asset_target,task,model,n_test,direction_accuracy,balanced_direction_accuracy,MAE,RMSE,interval_90pct_coverage,interval_90pct_avg_width,interval_90pct_median_width,interval_90pct_avg_half_width,interval_width_to_mae
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,rag_memory,34,0.5,0.4571428571428571,0.011758564446148,0.0155700235220901,0.8529411764705882,0.04806853937605,0.0475220830891271,0.024034269688025,4.087959852258735
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,shock_rag,34,0.4705882352941176,0.4214285714285714,0.0112060336992782,0.0146045739022802,0.8235294117647058,0.0451316829451532,0.0451388039394696,0.0225658414725766,4.027444870887727
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,case_model,34,0.7352941176470589,0.7,0.0093329765701723,0.0128035847766139,0.8529411764705882,0.0414749194793048,0.0422286583403039,0.0207374597396524,4.443911239620644
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,fusion,34,0.5,0.4571428571428571,0.0121600296201105,0.0157304414926239,0.8235294117647058,0.0474647319404159,0.0459503905928872,0.0237323659702079,3.903340158145485
2022_2026,2022-01-01,2026-12-31,GLD_ret,regression,fusion_case,34,0.5882352941176471,0.5428571428571429,0.0113522945753334,0.0147092629658939,0.8529411764705882,0.045275745256986,0.0448407910984485,0.022637872628493,3.9882461608565207
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,baseline,34,0.5294117647058824,0.5034722222222222,0.0153386734264866,0.0205408493241737,0.8823529411764706,0.0670094957030677,0.0635951397273677,0.0335047478515338,4.3686630414437735
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,shock_main,34,0.5588235294117647,0.5381944444444444,0.0160740656297317,0.0206526884444979,0.8235294117647058,0.0665185710862905,0.0667068006173253,0.0332592855431452,4.138254292259023
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,shock_interactions,34,0.5294117647058824,0.5069444444444444,0.0159590306250548,0.019999861793656,0.8529411764705882,0.0654620682544535,0.0635351352510773,0.0327310341272267,4.101882488506643
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,rag_memory,34,0.5588235294117647,0.5486111111111112,0.0147756334971258,0.0194602446153693,0.8529411764705882,0.059927326680747,0.0575387565557459,0.0299636633403735,4.055821139066836
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,shock_rag,34,0.6176470588235294,0.6041666666666667,0.0142882488469042,0.018554473579961,0.8823529411764706,0.0667854426658557,0.0674637087776408,0.0333927213329278,4.674151701964903
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,case_model,34,0.3235294117647059,0.3159722222222222,0.0147842787487956,0.0200708584281495,0.8529411764705882,0.074847179752377,0.0754556216467613,0.0374235898761885,5.062619626167042
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,fusion,34,0.5588235294117647,0.5451388888888888,0.0161602621653658,0.0211469366746785,0.8235294117647058,0.0663271480406193,0.0634740804447169,0.0331635740203096,4.104336140212469
2022_2026,2022-01-01,2026-12-31,QQQ_ret,regression,fusion_case,34,0.5294117647058824,0.5104166666666667,0.0151287987966606,0.0187420599325483,0.8235294117647058,0.057695021203754,0.05633652559815,0.028847510601877,3.813589035005799
2022_2026,2022-01-01,2026-12-31,SPY_ret,regression,baseline,34,0.4705882352941176,0.4705882352941176,0.011815401885226,0.0166583958110086,0.8529411764705882,0.0550162232850769,0.0571112698734407,0.0275081116425384,4.656314175302747
